cid,mw,formula,smiles,homo,lumo,gap
111150582,291.3886,C16H25N3O2,CCCCNC(=NCC1=CC=C(C=C1)C(=O)OC)NCC,-6.010994957545001,-0.9143025376800002,5.0966924198650005
111150584,282.46796,C16H34N4,CCCCNC(=NCC(C)(C)N1CCCCC1)NCC,-5.0395485112600005,0.8925334296400003,5.932081940900001
111150586,263.3785,C15H25N3O,CCCCNC(=NC)NCCC1=CC=CC=C1OC,-5.793303877145,0.06802846262499962,5.86133233977
111150588,277.40508,C16H27N3O,CCCCN=C(NCC)NCCC1=CC=CC=C1OC,-5.559285965715,0.11973009422000036,5.679016059935001
111150590,257.37238,C13H27N3O2,CCCCNC(=NC)NCCCCCC(=O)OC,-5.630035566845,0.3020463740550001,5.9320819409
111150592,271.39896,C14H29N3O2,CCCCNC(=NCCCCCC(=O)OC)NCC,-5.853168924255001,0.454430130335,6.307599054590001
111150594,318.457,C18H30N4O,CCCCNC(=NC)NCC1=CC=CC=C1CN2CCOCC2,-5.43683473299,-0.054422770100000406,5.38241196289
111150596,323.43046,C17H29N3O3,CCCCNC(=NCC1=CC(=C(C=C1OC)OC)OC)NCC,-4.72389644468,0.519737454455,5.243633899135
111150598,237.34452,C12H23N5,CCCCN=C(NCC)NCCN1C=CC=N1,-5.866774616780001,0.5251797314650002,6.391954348245001
111150600,293.36472,C14H23N5O2,CCCCNC(=NC)NCCNC1=CC=C(C=C1)[N+](=O)[O-],-5.570170519735,-1.5456066708399998,4.024563848895
111150602,318.50006,C19H34N4,CCCCNC(=NCC1=CC=CC=C1CN(CC)CC)NCC,-5.42050790196,0.15510489478500045,5.575612796745
111150604,277.40508,C16H27N3O,CCCCNC(=NC)NCCC1=C(C=CC(=C1)C)OC,-5.455882702525001,-0.08163415514999972,5.374248547375001
111150606,265.3695632,C15H24FN3,CCCCN=C(NCC)NCCC1=CC(=CC=C1)F,-5.711669721995,-0.17687400282499954,5.534795719170001
56147045,388.84474,C20H21ClN2O4,CC1(C(=O)N(C(=O)N1)CCCOC2=CC(=CC=C2)Cl)C3=CC=C(C=C3)OC,-5.8694957552850004,-0.5224585929599996,5.347037162325001
56147047,365.49028,C18H27N3O3S,CC(C(=O)NC(C)(C)C)NC(=O)C(C)SC1=CC=C(C=C1)NC(=O)C,-6.152494159805,-0.8898122911349997,5.2626818686700005
56147048,463.97754,C22H26ClN3O4S,CC(C(=O)NC(C)(C)C)NC(=O)C1=CC(=C(C=C1)Cl)S(=O)(=O)N2CCC3=CC=CC=C32,-5.65452581339,-1.80683596732,3.84768984607
56147049,415.93628,C21H22ClN3O2S,CC(C(=O)NC(C)(C)C)NC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC=C(S3)Cl,-6.03004292708,-2.0027579396800004,4.0272849874
56147051,354.48756,C18H34N4O3,CCN(CC)C(=O)N1CCC(CC1)C(=O)NC(C)C(=O)NC(C)(C)C,-5.91031283286,0.4816415153850002,6.391954348245
56147052,361.50158,C19H27N3O2S,CC(C(=O)NC(C)(C)C)NC(=O)CCCCC1=NC2=CC=CC=C2S1,-6.304877916085,-1.0013789698400002,5.303498946245
56147053,472.38532,C20H23Cl2N3O4S,CC(C(=O)NC(C)(C)C)NC(=O)C1=CC=C(C=C1)NS(=O)(=O)C2=C(C=CC(=C2)Cl)Cl,-6.17698440635,-1.9755465546300002,4.20143785172
56147054,454.4347,C17H25Cl2N3O3S2,CN(CCNC(=O)C(CCSC)NS(=O)(=O)C1=C(C=CC(=C1)Cl)Cl)C2CC2,-6.038206342595,-1.63812538001,4.400080962585
56147055,456.38592,C20H23Cl2N3O3S,CN(CCNC(=O)CC1=CC=C(C=C1)NS(=O)(=O)C2=CC(=C(C=C2)Cl)Cl)C3CC3,-5.923918525385,-1.7986725518049997,4.12524597358
56147057,377.49944,C16H31N3O5S,CCCS(=O)(=O)N1CCCCC1C(=O)N(C)CC(=O)NCCCOC,-6.234128314955,-0.029932523554999868,6.2041957914
56147059,420.45952,C20H28N4O6,CC1(C(=O)N(C(=O)N1)CC(=O)N(C)CC(=O)NCCCOC)C2=CC=C(C=C2)OC,-5.90487055585,-0.3809593907000002,5.5239111651499995
56147060,382.4513,C19H30N2O6,CN(CC(=O)NCCCOC)C(=O)CCC1=CC(=C(C(=C1)OC)OC)OC,-5.270845284185,0.06802846262499962,5.33887374681
56147061,356.8444,C17H25ClN2O4,CN(CC(=O)NCCCOC)C(=O)CCC1=CC(=C(C=C1)OC)Cl,-5.600103043290001,-0.03809593906999975,5.562007104220001
56147062,427.55812,C20H33N3O5S,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)CCC(=O)N(C)CC(=O)NCCCOC,-6.22596489944,-1.1347147565849998,5.091250142855
56147063,392.4295,C17H20N4O5S,CC1=C(C(=CC=C1)NC(=O)NCCNS(=O)(=O)C2=CC=CC(=C2)[N+](=O)[O-])C,-5.95385104894,-2.41092871543,3.54292233351
56147064,456.4717,C21H20N4O6S,C1=CC=C(C=C1)OC2=CC=CC=C2NC(=O)NCCNS(=O)(=O)C3=CC=CC(=C3)[N+](=O)[O-],-6.03004292708,-2.5224953941350003,3.507547532945
56147065,400.3572664,C15H14F2N4O5S,C1=CC(=CC(=C1)S(=O)(=O)NCCNC(=O)NC2=CC(=CC(=C2)F)F)[N+](=O)[O-],-6.152494159805,-2.870801122775,3.28169303703
56147066,473.45916,C20H19N5O7S,C1=CC(=CC(=C1)S(=O)(=O)NCCNC(=O)NC2=CC=C(C=C2)NC(=O)C3=CC=CO3)[N+](=O)[O-],-5.2790086997,-2.838147460715,2.440861238985
56147067,435.45424,C18H21N5O6S,CC1=C(C=CC(=C1)C(=O)NC)NC(=O)NCCNS(=O)(=O)C2=CC=CC(=C2)[N+](=O)[O-],-5.85589006276,-2.9333873083900004,2.92250275437
56147068,475.4502232,C20H18FN5O6S,C1=CC(=CC(=C1)S(=O)(=O)NCCNC(=O)NC2=CN=C(C=C2)OC3=CC=C(C=C3)F)[N+](=O)[O-],-5.58377621226,-2.914339338855,2.669436873405
56147069,476.56408,C28H32N2O5,COC1=CC=C(C=C1)COCC2=CC(=CC=C2)NC(=O)N3CCCC3C4=C(C=CC(=C4)OC)OC,-5.330710331295,-0.18231627983499976,5.14839405146
56147070,447.5493,C25H25N3O3S,CN(CC1=NC2=CC=CC=C2S1)C(=O)NC3=CC=CC(=C3)COCC4=CC=C(C=C4)OC,-5.47493067206,-1.1673684186450002,4.307562253415
56147071,420.50082,C25H28N2O4,COCC1=CC=CC=C1CNC(=O)NC2=CC=CC(=C2)COCC3=CC=C(C=C3)OC,-5.673573782925,-0.12789350973500024,5.5456802731899995
56147072,469.55328,C24H27N3O5S,CC(C1=CC=C(C=C1)S(=O)(=O)N)NC(=O)NC2=CC=CC(=C2)COCC3=CC=C(C=C3)OC,-5.673573782925,-1.297983066885,4.37559071604
56147073,477.5703832,C28H32FN3O3,COC1=CC=C(C=C1)COCC2=CC(=CC=C2)NC(=O)NC3CCN(CC3)CC4=CC=C(C=C4)F,-5.586497350765001,-0.3020463740550001,5.2844509767100005
56147074,425.5637,C25H35N3O3,CCN(CC)C1CCN(CC1)C(=O)NC2=CC=CC(=C2)COCC3=CC=C(C=C3)OC,-5.32254691578,0.016326831029999767,5.33887374681
56147075,478.6313,C21H30N6O3S2,CN1CCN(CC1)C2=C(C=CC=N2)CNC(=O)N3CCC(CC3)NS(=O)(=O)C4=CC=CS4,-5.254518453155,-1.4802993467199999,3.774219106435
56147077,370.4173232,C21H23FN2O3,CCC1(C(=O)N(C(=O)N1)CCCOC2=CC=CC=C2C)C3=CC=C(C=C3)F,-5.711669721995,-0.6068138866149999,5.10485583538
56147078,384.85604,C21H21ClN2O3,C1CC2(CC3=CC=CC=C31)C(=O)N(C(=O)N2)CCCOC4=CC(=CC=C4)Cl,-5.92663966389,-0.4571512688399997,5.46948839505
56147079,358.4282232,C16H23FN2O4S,CC(C(=O)NC(C)(C)C)NC(=O)C(C)S(=O)(=O)C1=CC=C(C=C1)F,-6.5252901349900005,-1.3469635599750003,5.178326575015
55542047,411.56026,C23H29N3O2S,CN(C)C(CC1=CC=CC=C1)CNC(=O)C2CC(=O)N(C2)C3=CC=C(C=C3)SC,-5.776977046114999,-0.5904870555850001,5.186489990529999
55542048,496.02754,C24H26ClN7OS,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)NC(=O)CN3CCC(CC3)C4=NC5=C(S4)C=CC(=C5)Cl)C,-5.776977046114999,-1.3442424214699997,4.432734624645
55542049,403.47528,C18H17N3O4S2,C1COC2=C(O1)C=CC(=C2)CNC(=O)CSCC3=CC(=O)N4C=CSC4=N3,-5.442277010000001,-1.6707790420700004,3.7714979679300003
55542050,388.86788,C19H17ClN2O3S,CC(C1=CC=CC=C1Cl)NC(=O)C2=CC(=CC=C2)CN3C(=O)CSC3=O,-6.5688283510700005,-1.053080601435,5.5157477496350005
55542051,447.9301832,C23H27ClFN3O3,CC1=C(C=C(C=C1)F)NC(=O)C(C)N2CCN(CC2)C(C3=CC=CC=C3Cl)C(=O)OC,-5.80690956967,-0.7891301664499997,5.0177794032200005
55542052,420.93296,C21H29ClN4O3,CC(C)C(C)(C#N)NC(=O)CN1CCN(CC1)C(C2=CC=CC=C2Cl)C(=O)OC,-5.586497350765001,-0.8680431830949997,4.718454167670001
55542053,354.3748632,C20H19FN2O3,CCN(CC1=CC2=C(C=C1)OCO2)CC3=COC(=N3)C4=CC=C(C=C4)F,-5.52391116515,-1.15376272612,4.37014843903
55542054,361.3541,C19H15N5O3,CC1=CC=C(C=C1)C2=NC(=CO2)COC(=O)C3=CC=CC=C3N4C=NN=N4,-5.9320819409,-1.891191260975,4.040890679925
55542055,411.5172,C22H25N3O3S,CCN(CCNC(=O)C1=CC(=CC=C1)CN2C(=O)CSC2=O)C3=CC=CC(=C3)C,-4.971520048635,-1.27349282034,3.698027228295
55542056,384.4488,C20H20N2O4S,COC1=CC=CC=C1CCNC(=O)C2=CC(=CC=C2)CN3C(=O)CSC3=O,-5.839563231730001,-1.3741749450250005,4.465388286705
55542057,488.5435296,C21H23F3N2O4S2,C1CC(N(C1)C(=O)C2CCN(CC2)S(=O)(=O)C3=CC=CC(=C3)OC(F)(F)F)C4=CC=CS4,-6.149773021300001,-1.3877806375499997,4.761992383750001
55542058,416.4922,C24H20N2O3S,C1CC(N(C1)C(=O)C2=CC=C(C=C2)CN3C(=O)C4=CC=CC=C4C3=O)C5=CC=CS5,-6.010994957545001,-2.23677585111,3.774219106435001
55542059,385.3938,C18H15N3O5S,CC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)C2=CC(=CC=C2)CN3C(=O)CSC3=O,-6.2803876695400005,-1.9564985850950007,4.323889084445
55542060,423.5528,C18H25N5O3S2,CCCCN1C2=C(C=C(C=C2)S(=O)(=O)N(C)C)N=C1SC(C)C3=NC(=NO3)C,-6.149773021300001,-1.4476456846600003,4.70212733664
55542062,450.50688,C24H22N2O5S,CC1=CC=C(C=C1)C2=NC(=CO2)COC(=O)CCNS(=O)(=O)C3=CC4=CC=CC=C4C=C3,-5.885822586315,-1.6109139949599998,4.2749085913550005
55542065,492.54356,C26H24N2O6S,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NCC(=O)OCC(=O)N2C3=CC=CC=C3CCC4=CC=CC=C42,-6.40556004077,-1.9238449230350003,4.481715117735
55542066,433.52602,C23H23N5O2S,CCC1=CC=CC=C1NC(=O)CNC(=O)C2=CC(=NC3=C2C=NN3CC4=CC=CS4)C,-5.706227444985,-1.7224806736649998,3.9837467713200003
55542068,379.1612496,C15H11Cl2F3N2O2,C1=CC(=CC(=C1)OC(F)(F)F)NCC(=O)NC2=C(C=CC(=C2)Cl)Cl,-5.9130339713649995,-0.9333505072149997,4.97968346415
55542069,395.3325496,C18H16F3N3O4,COC1=C(C=C(C=C1)C2=NOC(=N2)CNC3=CC(=CC=C3)OC(F)(F)F)OC,-5.510305472625,-1.1973009422,4.313004530425
55542070,412.9341,C18H25ClN4O3S,CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)Cl)NC(=O)CCN2C(=CC(=N2)C)C,-6.155215298310001,-1.2734928203399996,4.881722477970001
55542071,496.04254,C22H26ClN3O4S2,CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)Cl)NC(=O)C2CC(=O)N(C2)C3=CC=C(C=C3)SC,-5.888543724820001,-1.428597715125,4.459946009695001
55542072,447.4287096,C18H20F3N3O5S,CN(C)S(=O)(=O)C1=C(C=CC(=C1)NC(=O)CNC2=CC(=CC=C2)OC(F)(F)F)OC,-5.167442020995001,-1.5864237484150001,3.5810182725800006
55542073,457.54258,C23H27N3O5S,CC1=CN=C2C(=C1)C=CC=C2S(=O)(=O)NNC(=O)C3=CC(=C(C=C3)OCCC(C)C)OC,-5.7143908605,-1.89391239948,3.82047846102
55542074,456.366,C18H15Cl2N3O3S2,C=CCN(CC1=CC=CS1)S(=O)(=O)C2=CC=C(C=C2)N3C(=O)C(=C(C=N3)Cl)Cl,-6.18242668336,-2.5878027182550003,3.594623965105
55542075,401.4033296,C17H18F3N3O3S,C1CN(CCN1CC2=CC=NC=C2)S(=O)(=O)C3=CC=CC(=C3)OC(F)(F)F,-6.17698440635,-1.5864237484150001,4.590560657935
55542076,384.3728096,C17H15F3N2O3S,CC1=CC=C(C=C1)N(CCC#N)S(=O)(=O)C2=CC=CC(=C2)OC(F)(F)F,-6.555222658545,-1.7714611667550004,4.78376149179
55542078,442.53124,C22H26N4O4S,CC1CC(=O)NC2=CC=CC=C2N1C(=O)CN(C)S(=O)(=O)N3CCC4=CC=CC=C4C3,-6.64502022921,-0.9143025376800002,5.73071769153
55542081,475.38926,C19H24Cl2N4O4S,CC1CN(CC(O1)C)CCCNS(=O)(=O)C2=CC=C(C=C2)N3C(=O)C(=C(C=N3)Cl)Cl,-6.065417727644999,-2.62861979583,3.4367979318149993
55542082,362.7826432,C18H16ClFN2O3,C1CC(OC1)C(=O)NC2=CC=CC(=C2)C(=O)NC3=C(C=C(C=C3)F)Cl,-6.010994957545001,-0.8707643216000003,5.1402306359450005
55542083,325.3121264,C18H13F2N3O,CC1=C(N=C(O1)C2=CC=CC=C2)CN3C=NC4=CC(=C(C=C43)F)F,-5.918476248375,-1.4231554381149998,4.49532081026
58394198,470.9668232,C25H28ClFN4O2,CC1=NN=C(N1C2=CC=C(C=C2)O[C@@H]3[C@H](CC4=C(C=C(C=C34)Cl)F)N5CC[C@H](C5)O)C(C)C,-5.94840877193,-1.0802919864850002,4.868116785444999
58394199,473.39484,C24H26Cl2N4O2,CC1=NN=C(N1C2=CC=C(C=C2)O[C@@H]3[C@H](CC4=C(C=C(C=C34)Cl)Cl)N5CCC[C@H](C5)O)C,-5.9919469880100005,-1.1592050031300003,4.83274198488
58394200,417.54324,C26H31N3O2,C1CN(CCC1CN)[C@@H]2CC3=CC=CC=C3[C@H]2OC4=CC5=C(CC=C5CC(=O)N)C=C4,-5.41506562495,-0.5605545320300003,4.85451109292
58394201,412.33006,C19H19Cl2NO3S,CS(=O)(=O)C1=CC=CC=C1O[C@@H]2[C@H](CC3=C(C=C(C=C23)Cl)Cl)N4CCC4,-5.804188431165,-1.2680505433300002,4.536137887834999
58394202,224.1884632,C10H9FN2O3,CN1CC(=O)N(C1=O)C2=CC(=C(C=C2)O)F,-5.755207938075,-0.7129382883100002,5.042269649765
58394203,463.3288432,C23H21Cl2FN2O3,C1CN(C[C@@H]1O)[C@H]2CC3=C(C=C(C=C3[C@@H]2OC4=C(C=C(C=C4)N5C=CCC5=O)F)Cl)Cl,-5.469488395050001,-0.9279082302050004,4.5415801648450005
58394204,429.5076632,C22H24FN3O3S,CS(=O)(=O)C1=CC=C(C=C1)O[C@@H]2[C@H](CC3=C2C=C(C=C3)F)N4CCN(CC4)CC#N,-5.793303877145,-1.0258692163849998,4.76743466076
58394205,445.4342896,C23H22F3N3O3,CN1C=CN(C1=O)C2=CC(=C(C=C2)F)O[C@@H]3[C@H](CC4=C(C=C(C=C34)F)F)N5CC[C@H](C5)O,-5.390575378405,-0.5306220084749995,4.85995336993
58394206,400.53432,C22H28N2O3S,CS(=O)(=O)C1=CC=CC=C1O[C@@H]2[C@H](CCC3=CC=CC=C23)N4CCC[C@H](C4)N,-6.108955943725,-1.0013789698400002,5.107576973885
58394207,338.83066,C20H19ClN2O,C1CCN(C1)[C@H]2CC3=CC=CC=C3[C@@H]2OC4=CC(=C(C=C4)C#N)Cl,-5.994668126515,-1.0558017399399997,4.938866386575
58394208,365.51174,C23H31N3O,CCN(CC)[C@@H]1CC2=CC=CC=C2[C@H]1OC3=CC=CC(=C3)N4CCNCC4,-4.884443616475,-0.20952766488499996,4.67491595159
58394209,358.81876,C19H19ClN2O3,C1CCN(C1)[C@H]2CC3=CC=CC=C3[C@@H]2OC4=C(C=C(C=C4)[N+](=O)[O-])Cl,-6.010994957545001,-2.2204490200800002,3.7905459374650006
58394210,405.5756,C26H35N3O,C1CCN(CC1)CC2=CC(=CC=C2)O[C@H]3[C@@H](CC4=CC=CC=C34)N5CCC[C@@H](C5)N,-5.39873879392,-0.25034474246000027,5.1483940514599995
58394211,407.2655832,C20H17Cl2FN2O2,C1CN(C[C@H]1O)[C@H]2CC3=C(C=C(C=C3[C@@H]2OC4=C(C=C(C=C4)C#N)F)Cl)Cl,-6.255897422995,-1.4231554381149998,4.83274198488
58394213,509.3692496,C21H21Cl2F3N2O3S,CS(=O)(=O)C1=CC=C(C=C1)O[C@@H]2[C@H](CC3=C(C=C(C=C23)Cl)Cl)N4CCNC(C4)C(F)(F)F,-6.32392588562,-1.249002573795,5.074923311825
58394214,388.50202,C25H28N2O2,CC1=CC(=C(C=C1)O[C@@H]2[C@H](CC3=CC=CC=C23)N4CCCC4)C5=C(ON=C5C)C,-5.51302661113,-0.4000073602349996,5.113019250895
58394215,435.77394,C22H21Cl3N2O,C[C@@H]1CCN(C1)[C@H]2CC3=C(C=C(C=C3[C@@H]2OCC4=C(C=C(C=C4)C#N)Cl)Cl)Cl,-6.0572543121299995,-1.6272408259899995,4.43001348614
58394216,357.46652,C20H23NO3S,CS(=O)(=O)C1=CC=CC(=C1)O[C@@H]2[C@H](CC3=CC=CC=C23)N4CCCC4,-5.89398600183,-0.829947244025,5.064038757805
58394217,347.4534,C22H25N3O,C1C[C@H](CN(C1)[C@H]2CCC3=CC=CC=C3[C@@H]2OC4=CC=C(C=C4)C#N)N,-5.74160224555,-0.8217838285100001,4.91981841704
58394218,370.87252,C21H23ClN2O2,CC(=O)NC1=CC(=CC=C1)O[C@@H]2[C@H](CC3=C2C(=CC=C3)Cl)N4CCCC4,-5.401459932425,-0.31020978957,5.091250142855
58394219,356.4089864,C21H22F2N2O,C1[C@H]([C@@H](C2=CC=CC=C21)OC3=C(C=C(C=C3)F)F)N4C[C@H]5CNC[C@H]5C4,-5.32254691578,-0.5115740389400001,4.81097287684
58394220,440.38322,C21H23Cl2NO3S,CS(=O)(=O)C1=CC=C(C=C1)O[C@@H]2[C@H](CC3=C(C=C(C=C23)Cl)Cl)CN4CCCC4,-6.06813886615,-1.0694074324649998,4.998731433685
58394221,430.33034,C21H21Cl2N5O,C1CCN(CC1)[C@H]2CC3=C(C=C(C=C3[C@@H]2OC4=CC=CC(=C4)N5C=NN=N5)Cl)Cl,-5.96473560296,-1.61635627197,4.34837933099
58394222,456.38262,C21H23Cl2NO4S,CS(=O)(=O)C1=CC=C(C=C1)O[C@@H]2[C@H](CC3=C(C=C(C=C23)Cl)Cl)N4CCC[C@H]4CO,-5.727996553025,-1.03947490891,4.688521644115
58394223,388.50202,C25H28N2O2,CC1=CC(=C(C2=C1C=CC=N2)O[C@@H]3[C@H](CCC4=CC=CC=C34)N5CCOCC5)C,-5.537516857675,-1.4177131611050005,4.119803696569999
58394224,421.2921632,C21H19Cl2FN2O2,C1CN(C[C@@H]1O)[C@H]2CC3=C(C=C(C=C3[C@@H]2OCC4=C(C=C(C=C4)C#N)F)Cl)Cl,-5.90487055585,-1.7660188897450002,4.138851666104999
58394225,494.3428832,C23H22Cl2FN3O4,CN1CC(=O)N(C1=O)C2=CC(=C(C=C2)Cl)O[C@@H]3[C@H](CC4=C(C=C(C=C34)Cl)F)N5CC[C@H](C5)O,-5.689900613955,-1.0367537704050003,4.65314684355
58394226,227.60124,C9H6ClNO4,C1C(=O)N(C(=O)O1)C2=CC(=C(C=C2)O)Cl,-6.149773021300001,-1.1347147565849998,5.015058264715001
58394227,496.7709,C22H20Cl3N3O4,C1CN(C[C@@H]1O)[C@H]2CC3=C(C=C(C=C3[C@@H]2OC4=C(C=CC(=C4)N5C(=O)CNC5=O)Cl)Cl)Cl,-5.8232364007,-1.0585228784450003,4.764713522255
58394228,391.4811432,C24H26FN3O,C1C[C@H](CN(C1)[C@H]2CCC3=CC=CC=C3[C@@H]2OC4=C5C(=C(C=C4)F)C=CC=N5)N,-5.314383500265,-1.1918586651899998,4.122524835075001
60669763,294.7781,C18H15ClN2,C1CN(C2=CC=CC=C21)CC3=CC4=CC=CC=C4N=C3Cl,-5.2490761761449996,-1.7007115656250003,3.5483646105199993
60669764,295.3806,C14H25N5O2,CCCCN1C(=NN=N1)CN2CCCC(C2)C(=O)OCC,-6.35113727067,-0.5986504711,5.75248679957
60669765,280.3262,C12H20N6O2,CCOC(=O)C1CCCN(C1)CC2=NC(=NC(=N2)N)N,-5.64908353638,-0.5333431469800001,5.1157403894
60669766,281.35402,C13H23N5O2,CCCN1C(=NN=N1)CN2CCCC(C2)C(=O)OCC,-6.364742963195,-0.6231407176449997,5.74160224555
60669767,286.36724,C14H26N2O4,CCC(C)C(C(=O)OC)NC(=O)CN1CCCC(C1)O,-5.861332339770001,0.11156667870499959,5.972899018475
60669768,266.33938,C13H22N4O2,CC1=C(C(=NN1C)C)NC(=O)CN2CCCC(C2)O,-5.570170519735,0.30748865106500034,5.8776591708
60669769,256.38432,C14H28N2O2,CCCCCC(C)NC(=O)CN1CCCC(C1)O,-5.831399816215,0.7836878894400003,6.615087705655
60669770,256.38432,C14H28N2O2,CC(C)CCC(C)NC(=O)CN1CCCC(C1)O,-5.83412095472,0.7809667509349998,6.615087705655
60669771,283.40966,C15H29N3O2,CC1CC(CN(C1)C(=O)CN2CCN(CC2)CCO)C,-5.34431602382,0.4898049309000001,5.83412095472
60669772,262.3160464,C12H16F2O2S,CC(C)OCC(CSC1=C(C=CC(=C1)F)F)O,-6.147051882795,-0.8027358589749998,5.34431602382
60669773,280.3114064,C10H10F2O3S2,C1C(C(CS1(=O)=O)SC2=C(C=CC(=C2)F)F)O,-6.5851551821,-1.406828607085,5.178326575015
60669774,237.2700432,C13H16FNO2,C1CC1N(CCC(=O)O)CC2=CC=C(C=C2)F,-6.217801483925,-0.3809593907000002,5.836842093225
60669775,218.2700032,C13H15FN2,C1CC1N(CCC#N)CC2=CC=C(C=C2)F,-6.43277142582,-0.454430130335,5.978341295485
60669776,228.33116,C12H24N2O2,CCOC(=O)CCNCCCN1CCCC1,-5.62187215133,0.3401423131249999,5.962014464455
60669778,214.30458,C11H22N2O2,COC(=O)CCNCCCN1CCCC1,-5.61098759731,0.3401423131249999,5.951129910435
60669779,248.36386,C15H24N2O,C1CCN(C1)CCCNCC(C2=CC=CC=C2)O,-5.632756705349999,0.11428781721000014,5.7470445225599995
60669780,243.2746232,C12H18FNO3,CC(C1=CC(=C(C=C1)OC)F)NCC(CO)O,-5.804188431165,-0.005442277010000218,5.798746154154999
60669781,316.44104,C16H16N2OS2,CC(C)C(C1=CC=CS1)N2C(=O)C3=CC=CC=C3NC2=S,-5.92663966389,-1.7442497817050002,4.182389882184999
60669782,262.7347,C14H15ClN2O,C1COCCN1CC2=CC3=CC=CC=C3N=C2Cl,-5.70894858349,-1.6871058731000002,4.02184271039
60669784,252.3095,C13H20N2O3,CCOC(=O)C1CCCN(C1)CC2=NOC(=C2)C,-6.24229173047,-0.20952766488499996,6.032764065585
60669785,256.34126,C13H24N2O3,CCNC(=O)C(C)N1CCCC(C1)C(=O)OCC,-5.951129910435,0.24490246545000005,6.196032375885
60669786,298.421,C16H30N2O3,CCCN(CCC)C(=O)CN1CCCC(C1)C(=O)OCC,-5.87221689379,0.22857563442000028,6.10079252821
60669787,258.35714,C13H26N2O3,CC(C)OCCCNC(=O)CN1CCCC(C1)O,-5.888543724820001,0.6258618561500002,6.514405580970001
60669788,252.35256,C14H24N2O2,CCC(CC)(C#C)NC(=O)CN1CCCC(C1)O,-5.885822586315,0.5034106234250002,6.38923320974
60669789,248.3424,C10H20N2O3S,C1CS(=O)(=O)CC1N2CCN(CC2)CCO,-5.7143908605,0.7755244739249996,6.489915334425
60669790,264.36326,C15H24N2O2,CC1=CC(=C(C=C1)OC)CN2CCN(CC2)CCO,-5.020500541725,-0.13333578674499957,4.887164754980001
60669791,320.7626664,C14H19ClF2N2O2,C1CN(CCN1CCO)CC2=C(C=CC(=C2)Cl)OC(F)F,-5.820515262195,-0.7782456124300001,5.042269649765
60669794,296.3803032,C16H25FN2O2,C1CCN(C1)CCCNCC(COC2=CC=CC=C2F)O,-5.668131505915,0.11428781721000014,5.7824193231250005
60669795,278.38984,C16H26N2O2,C1CCN(C1)CCCNCC(COC2=CC=CC=C2)O,-5.679016059935,0.144220340765,5.8232364007
60669796,269.3119032,C14H20FNO3,CCOC(=O)CCNC(C)C1=CC(=C(C=C1)OC)F,-5.80146729266,-0.005442277010000218,5.79602501565
117703547,423.85232,C21H18ClN5O3,C1=CC=C2C(=C1)C(=O)N(C2=O)CCCOC3=CC=C(C=C3)NC4=NC(=NC=C4N)Cl,-5.330710331295,-2.19323763503,3.137472696265
117703548,215.25112,C12H13N3O,CC1=CN=C(C=C1)NC2=NC=C(C=C2)OC,-5.3062200847500005,-0.764639919905,4.5415801648450005
117703549,395.3589896,C16H12F3N5O2S,C1=CC=NC(=C1)N(CC2=CC=C(C=C2)C(=O)NO)C3=NC(=NS3)C(F)(F)F,-6.4246080103050005,-1.7932302747950004,4.63137773551
117703550,373.40786,C21H19N5O2,CN1C2=CC=CC=C2N=C1N(CC3=CC=C(C=C3)C(=O)NO)C4=CC=CC=N4,-5.8259575392050005,-0.9578407537600002,4.868116785445
117703552,228.21012,C10H8N6O,CC1=CC=C(C=C1)N2C=C(N=N2)C(=O)N=[N+]=[N-],-6.7647503234299995,-2.0299693247299997,4.7347809987
117703554,324.33394,C17H16N4O3,CC1=NOC(=N1)N(CC2=CC=C(C=C2)C(=O)OC)C3=CC=CC=N3,-6.0953502512,-1.2544448508050001,4.840905400395
117703555,232.36116,C16H24O,CC1=C(C=CC(=C1)CCCC(C)C)CCC=O,-6.10623480522,-0.6585155182099998,5.44771928701
117703557,450.69574,C31H46O2,CC1=C(C=CC(=C1)CCCC(C)C)CCC=O.CC1=C(C=CC(=C1)CCC(C)C)CCC=O,-6.092629112695,-0.7374285348549998,5.35520057784
117703558,218.33458,C15H22O,CC1=C(C=CC(=C1)CCC(C)C)CCC=O,-6.1143982207350005,-0.6612366567150003,5.45316156402
117703559,448.67986,C31H44O2,CC1=C(C=CC(=C1)CCC(C)C)CCC(=O)C(CC=O)C2=C(C=C(C=C2)CCCC(C)C)C,-6.168820990835,-0.8843700141250004,5.28445097671
117703560,300.69502,C12H13ClN2O5,CC1=C(C(=O)N(C1O)C2=NOC(=C2)C(C)(C)C(=O)O)Cl,-6.7348177998750005,-1.9374506155600004,4.797367184315
117703561,246.38774,C17H26O,CC1=C(C=C(C=C1)CCCC(C)C)C(C)CC=O,-6.209638068409999,-0.6149773021299998,5.59466076628
117703563,295.2200296,C12H8F3N5O,CC1=C(C=NN1C2=CC=C(C=C2)C(F)(F)F)C(=O)N=[N+]=[N-],-7.0450275894450005,-2.027248186225,5.0177794032200005
