cid,mw,formula,smiles,homo,lumo,gap,homo_pred_single,homo_pred_ens8,homo_conf_std,lumo_pred_single,lumo_pred_ens8,lumo_conf_std,gap_pred_single,gap_pred_ens8,gap_conf_std
60669689,282.4216,C16H30N2O2,CC(C)N(C1CCCCC1)C(=O)CN2CCCC(C2)O,-5.640920120865,0.62041957914,6.261339700005,-5.6886725,-5.7542887,0.085226156,0.27207625,0.10656139,0.11276135,5.9602976,5.8620243,0.12359157
60669658,286.45336,C16H34N2O2,CC(C)CC(C)OCC(CNCCCN1CCCC1)O,-5.700785167975,1.85581646041,7.556601628385,-5.573573,-5.641494,0.08418527,0.86477375,0.7496431,0.087490894,6.434764,6.3887353,0.14350286
60669701,288.81504,C17H21ClN2,CN(CC1=CC2=CC=CC=C2N=C1Cl)C3CCCCC3,-5.940245356415,-1.559212363365,4.38103299305,-5.792728,-5.7698145,0.07031958,-1.2983428,-1.4208392,0.12833507,4.4955153,4.3487277,0.10985217
60669704,253.29756,C12H19N3O3,CCOC(=O)C1CCCN(C1)CC2=NN=C(O2)C,-6.130725051765,-0.5986504711,5.532074580665,-6.161728,-6.08879,0.07885012,-0.63623285,-0.66937995,0.04941457,5.5238733,5.4203496,0.09709646
60669341,273.43622,C17H23NS,CC1=CC(=C(C=C1)C)CNC(C2=CC=CS2)C(C)C,-5.7688136306,-0.057143908605,5.711669721995,-5.880874,-5.757328,0.112876505,-0.19582462,-0.2659318,0.06825365,5.6874776,5.49184,0.15902245
60669465,283.4079,C19H25NO,CC1=CC(=C(C=C1)C)CNC(C)C2=C(C=CC(=C2)C)OC,-5.48037294907,-0.0054422770100002,5.47493067206,-5.4782057,-5.478504,0.060387183,-0.09447086,-0.12066829,0.03332382,5.384298,5.3593,0.07132964
117702876,500.15874,C30H46ClN3O,CC1=C(C=C(N1CC2CCCCC2)C3=CC(=CC(=C3)C(C)(C)C)C(C)(C)C)C(=O)NC4CNC4.Cl,-5.54568027319,-0.4571512688399997,5.088529004350001,-5.34851,-5.2524066,0.108167626,-0.7630322,-0.6912167,0.20501983,4.583634,4.5578403,0.18036343
117703245,493.4474328,C25H23F4NO5,CN(C1=C(C=CC(=C1)C2=CC(=CC=C2)F)F)C3=C(C=CC(=C3F)OC(CC(CO)CO)C(=O)O)F,-5.97562015698,-0.9143025376800002,5.0613176193,-5.9853396,-5.9218197,0.092325754,-0.94416505,-0.8944133,0.085963145,5.041893,5.028696,0.113413006
117703266,589.97524,C38H71NO3,CCCCCCCC/C=C\CCCCCCCC(=O)C(C(C(=O)CCCCCCC/C=C\CCCCCCCC)O)N,-6.24229173047,-0.8435529365500001,5.39873879392,-6.1658125,-6.114589,0.12711053,-0.64495426,-0.4133286,0.16688599,5.522724,5.7016463,0.14534703
117703400,268.35526,C13H24N4O2,CC(C)(C)OC(=O)N(C)CCCCN1C=C(C=N1)N,-5.107576973885,0.68572690326,5.793303877145,-5.634068,-5.466,0.10279365,-0.13908923,-0.16043139,0.039545804,5.493952,5.3030424,0.11506961
117703437,591.65808,C30H37N7O6,CCOC(=O)CCCOC1=CC=C(C=C1)N2C3=NC(=NC=C3N=N2)NC4=CC(=CC=C4)OCCCNC(=O)OC(C)(C)C,-5.548401411695,-1.7714611667550004,3.77694024494,-5.453984,-5.4177566,0.03025948,-1.1427937,-1.1456417,0.06945756,4.310588,4.2709,0.07836308
117703311,551.92726,C35H69NO3,CCCCCCCCCCCCCCCC(=O)C(CN(C)C(=O)CCCCCCCCCCCCCCC)O,-6.070860004655,-0.3700748366799997,5.700785167975,-6.5671797,-6.405889,0.15718724,-0.30630898,-0.35159296,0.061251067,6.2592044,6.055402,0.17900075
117703075,514.76284,C30H46N2O3S,CC1=C(C=C(N1CC2CCCCC2)C3=CC(=CC(=C3)C(C)(C)C)C(C)(C)C)C(=O)NC4CS(C4)(O)O,-5.586497350765001,-0.4870837923949995,5.099413558370001,-5.4639883,-5.31866,0.07886374,-0.4371391,-0.2879417,0.076415494,5.0278206,5.032081,0.069368884
117702884,398.3628464,C20H16F2N4O3,CC1=CC(=CN2C1=NN=C2C)N3C(C(=C(C3=O)O)C(=O)C)C4=C(C=C(C=C4)F)F,-5.66541036741,-2.386438468885,3.278971898525,-5.9187207,-5.8938146,0.057187285,-2.279808,-2.247108,0.03158753,3.6395154,3.6471314,0.06487368
117703190,444.5007032,C26H25FN4O2,CC#N.C1COCC1N2CCC3=NC4=C(C=CC(=C4)C#CC5=CC(=CC=C5)F)C(=O)N3CC2,-5.95929332595,-1.7796245822700003,4.17966874368,-5.748797,-5.749376,0.1537651,-1.6962616,-1.6507275,0.15115072,4.054631,4.099421,0.09662091
117703525,323.30942,C15H13N7O2,C1=CC(=NC=C1C(=O)NO)CN(C2=NC=NC=C2)C3=NC=CN=C3,-6.190590098875,-1.782345720775,4.4082443781,-6.2968817,-6.2629194,0.06774733,-1.9316502,-1.9284452,0.08390297,4.365166,4.33454,0.06045626
20254240,252.27128,C14H12N4O,CCC1=NC=CC(=C1)C2=NC=C3C(=O)C=CNC3=N2,-6.647741367715,-2.2041221890500005,4.443619178664999,-6.43457,-6.421629,0.012940765,-2.1075206,-2.107722,0.00020085833,4.3287587,4.3158293,0.012928486
20254744,450.4622232,C24H23FN4O4,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCN(CC4)C(=O)C5=CC=C(C=C5)N)F)C(=O)O,-5.70894858349,-1.57281805589,4.1361305276,-5.463957,-5.54302,0.04341735,-1.5691736,-1.6029623,0.053448353,3.8935254,3.9391587,0.07344809
20254880,445.9143032,C23H25ClFN3O3,COC1=C(C=C(C=C1)C(=O)NCCN2CCC(CC2)C(=O)C3=CC=C(C=C3)F)C#N.Cl,-5.679016059935,-1.7551343357249998,3.92388172421,-5.747983,-5.740334,0.10826508,-1.7176884,-1.5470617,0.104812756,4.0294056,4.1923246,0.131459
20254523,430.5354,C28H30O4,CCC(C)C1=CC=CC=C1C2=C(C=CC(=C2C3=CC=CC=C3C(C)CC)C(=O)O)C(=O)O,-6.4763096419,-1.292540789875,5.183768852025,-6.4183865,-6.33492,0.08191955,-1.8593768,-1.9331118,0.08495793,4.560048,4.4037604,0.10814875
20254391,292.37504,C10H16N2O4S2,CCCS(=O)(=O)NC1=NC(=CS1)CC(=O)OCC,-5.885822586315,-0.3265366205999997,5.559285965715,-5.8380446,-5.8656936,0.10860101,-1.0162206,-0.72247666,0.13643976,4.8207893,5.1440687,0.14715455
20253905,223.22522,C11H13NO4,CCOC(=O)C1CCN2C1=C(C=C2)C(=O)O,-6.087186835685,-0.7455919503699997,5.341594885315001,-5.9796653,-5.9864416,0.08153747,-0.7844761,-0.80539703,0.09653502,5.194402,5.178835,0.03519573
20254743,458.5257432,C24H31FN4O4,CCCCCCNC(=O)N1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,-5.91031283286,-1.6435676570200002,4.26674517584,-5.5607314,-5.5846906,0.07404961,-1.8784044,-1.7493491,0.085216746,3.682834,3.834515,0.10357336
20254572,392.59844,C22H36N2O2S,CCCCCCCCSC(=O)N(CC)N(C1=C(C=CC=C1CC)C)C(=O)C,-5.93752421791,-0.6612366567150003,5.276287561195,-6.0999694,-6.090897,0.08325967,-0.49890184,-0.43662918,0.10461303,5.602343,5.6551614,0.10017813
20253956,391.50266,C25H29NO3,CCCC1=C(N2CCC(C2=C1)C(=O)OCCC(C)C)C(=O)C3=CC=C(C=C3)C#C,-5.798746154155,-1.1455993106050002,4.65314684355,-5.56474,-5.606615,0.06982448,-1.6814183,-1.6672177,0.04038351,3.8821123,3.9386072,0.07597588
20254163,262.37052,C14H18N2OS,CCN(CC)C1=NC(=CS1)C2=CC=C(C=C2)OC,-4.9524720791,-0.3646325596700004,4.587839519429999,-4.915342,-4.908957,0.01615641,-0.35171854,-0.3768446,0.0247417,4.553903,4.5228686,0.035916846
64882669,290.36078,C15H22N4O2,CC(C)N1C=CC(=N1)CN2CCC(=O)NC(C2=O)C3CC3,-6.163378713825001,0.2693927119949997,6.43277142582,-5.7292366,-5.7760096,0.06992658,-0.2746067,-0.3267228,0.058823083,5.45436,5.4485917,0.07808229
64883150,262.32592,C10H18N2O4S,CC1CC(=O)NC(C(=O)N1CCS(=O)(=O)C)C,-6.68855844529,-0.0435382160799999,6.64502022921,-6.4107885,-6.563992,0.105480306,-0.33963728,-0.34266508,0.10652075,6.0716186,6.2177157,0.15338735
64882751,268.35196,C14H24N2O3,CCC(C)C1C(=O)N(CCC(=O)N1)CC2CCOC2,-6.4246080103050005,-0.5796025015649997,5.845005508740001,-6.2637715,-6.2637324,0.10212468,-0.09324038,-0.04323718,0.12141598,6.1674886,6.2174664,0.09109878
64882965,280.36266,C15H24N2O3,C1CCC2(CC1)C(=O)N(CCC(=O)N2)CC3CCOC3,-6.27494539253,-0.5796025015649997,5.695342890965001,-6.220895,-6.283806,0.093414046,-0.1919173,-0.20950875,0.09147957,6.0282254,6.072328,0.069724634
64882646,256.34126,C13H24N2O3,CCOCCN1CCC(=O)NC(C1=O)C(C)(C)C,-6.26950311552,0.28844068153,6.55794379705,-6.2436576,-6.2522454,0.034780696,-0.1314863,-0.044388965,0.10737558,6.111245,6.206985,0.09790717
64883201,254.32538,C13H22N2O3,CC1CC(=O)NC(C(=O)N1CC2CCCO2)(C)C,-6.29127222356,0.2340179114299996,6.52529013499,-6.193958,-6.252454,0.060781877,-0.29352915,-0.10402916,0.14952527,5.899524,6.1465797,0.20441175
64882940,286.36878,C17H22N2O2,CC1CC(=O)NC(C(=O)N1CC2CC2)CC3=CC=CC=C3,-6.11167708223,-0.938792784225,5.172884298005,-6.2273793,-6.171195,0.059745327,-0.41268355,-0.34804994,0.077374436,5.8193483,5.826552,0.106901154
64883402,278.3219632,C15H19FN2O2,CCCC1C(=O)N(CCC(=O)N1)CC2=CC=CC=C2F,-6.408281179275,-0.6013716096049997,5.80690956967,-6.254861,-6.2392435,0.0666008,-0.53757364,-0.5276568,0.08678516,5.7183523,5.7131114,0.07725516
64882824,294.38924,C16H26N2O3,COC1CCCC(C1)N2CCC(=O)NC3(C2=O)CCCC3,-6.29127222356,0.1632683103000003,6.45454053386,-6.179656,-6.191267,0.06255663,0.08622968,-0.01581654,0.1227462,6.2662024,6.1742544,0.11116267
64882934,290.35748,C16H22N2O3,CC(C)C1C(=O)N(CCC(=O)N1)CCOC2=CC=CC=C2,-6.10623480522,-0.476199238375,5.630035566845,-5.9470234,-5.8764095,0.08791067,-0.29651845,-0.2220468,0.11395494,5.6484303,5.6552687,0.0918981
100988367,348.28786,C15H19Cl2NO2S,CC1=CC(=C(C(=C1)C)NC(=O)[C@@]2([C@](OCCS2)(C)Cl)Cl)C,-6.11711935924,-0.7836878894400003,5.3334314698,-6.1359124,-6.0989447,0.06011149,-0.61968607,-0.636506,0.08466231,5.5175858,5.463756,0.077815525
100988733,402.5253,C27H30O3,CC1=CC(=C2C(=C1)CCC3(O2)C4CC5=CC(=CC(=C5OC4(C=C(C3=O)C)C)C)C)C,-5.42595017897,-1.6354042415050003,3.790545937465,-5.5264783,-5.5750494,0.11066631,-1.2304873,-1.3270489,0.12540303,4.2975683,4.24935,0.12479418
100989197,566.5460264,C31H28F2O8,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)OCC(=C)C6=C(C=C(C=C6)F)F,-5.43683473299,-0.519737454455,4.917097278535,-5.398981,-5.4344673,0.07077008,-0.61470175,-0.58763385,0.06329674,4.779609,4.8432107,0.099062726
100988366,320.2347,C13H15Cl2NO2S,CC1=CC=C(C=C1)NC(=O)[C@@]2([C@](OCCS2)(C)Cl)Cl,-5.891264863325,-0.966004169275,4.92526069405,-5.8964,-5.876044,0.027028704,-0.854701,-0.71665365,0.09757769,5.045845,5.1625996,0.074437685
100989187,382.40978,C21H22N2O5,COC(=O)C[C@@H]1C(=O)N(CC2=C(N1)C=C(C=C2)C(=O)O)CCC3=CC=CC=C3,-6.50896330396,-1.3524058369849996,5.156557466975,-5.9553413,-5.9338646,0.09101484,-1.1527705,-1.1174155,0.11156432,4.802245,4.8160114,0.119059965
100988716,325.44304,C18H31NO4,CCCCC[C@H]1[C@H](CCC1=O)CC(=O)N[C@@H]([C@@H](C)CC)C(=O)O,-6.65046250622,-0.7102171498050005,5.940245356415,-6.6480265,-6.520688,0.08359496,-0.9620972,-0.7694994,0.09718076,5.683549,5.7501183,0.10526616
100989034,572.6879,C35H40O7,CCOC(=O)[C@H](C)OC(=O)C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)C3=CC=C(C=C3)OCCCCCCCCC=C,-5.885822586315,-1.75241319722,4.133409389095,-5.9548545,-5.9404387,0.044302408,-1.6464984,-1.652238,0.034381006,4.3087583,4.288463,0.05325295
100988638,424.57564,C26H36N2O3,CCC(C)COC1=NC=C(N=C1)C2=CC=C(C=C2)CCCCCCCCOC(=O)C=C,-5.77969818462,-1.2136277732299998,4.56607041139,-5.972039,-6.0452957,0.14931513,-1.574414,-1.4581945,0.08926994,4.3973694,4.5863,0.13934083
100989038,618.82254,C37H46O6S,CCCCCCCCOC1=CC=C(C=C1)C(=O)SC2=CC=C(C=C2)C(=O)OC3=CC=C(C=C3)C(=O)OC(C)CCCCCC,-6.19875351439,-1.782345720775,4.416407793615,-6.1472125,-6.127772,0.017568666,-1.7461736,-1.7179333,0.05452419,4.4008403,4.4098177,0.056098625
100988502,455.63266,C25H29NO3S2,CC1([C@@H]2[C@H](C3=CC=CC=C31)OC(=O)N2C(=O)/C=C/CC4(SCCCS4)C/C=C/C=C)C,-5.532074580665,-1.1782529726649995,4.3538216080000005,-5.8681297,-5.794477,0.084282555,-1.2359254,-1.1957856,0.077954054,4.6312823,4.597102,0.12977043
9856207,205.27944,C10H11N3S,C1=CC=C2C(=C1)C=C(S2)CN=C(N)N,-5.836842093225,-0.6095350251199996,5.2273070681050005,-5.5874915,-5.6056623,0.021834802,-0.6905461,-0.67930233,0.014459467,4.8971066,4.927,0.036725067
9856633,267.36544,C18H21NO,CCCCCC(C#CC1=CC2=CC=CC=C2N=C1)OC,-6.16065757532,-1.6490099340299995,4.511647641290001,-6.0041723,-5.960466,0.06169143,-1.6632018,-1.6332717,0.029993545,4.340404,4.326753,0.055395756
9856391,253.34216,C16H19N3,C1C2CNCC1CN(C2)C3=NC4=CC=CC=C4C=C3,-5.270845284185,-1.0775708479800006,4.193274436205,-5.27952,-5.330112,0.035018284,-1.0002899,-0.9635996,0.04137817,4.2799377,4.3674903,0.061149348
9856464,258.31562,C15H18N2O2,COC1=C2C3=C(CCNCC3)N4C2=C(C=C1)OCC4,-4.628656597005,0.1850374183400003,4.813694015345001,-4.976958,-4.9660897,0.020560186,-0.16212046,-0.1008634,0.028966302,4.8097944,4.861455,0.035686154
9856595,265.2652,C12H15N3O4,CO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC3=CN=CN=C32)CO)O,-6.190590098875,-1.0802919864850002,5.11029811239,-6.0468483,-6.0301957,0.058458805,-1.0340381,-1.0502898,0.07389988,5.009513,4.9751534,0.097159766
9856437,256.3428,C16H20N2O,C1CCN(C1)CCCC2=CC3=CC=CC=C3C(=O)N2,-5.31710463877,-0.7510342273799999,4.56607041139,-5.57636,-5.5711703,0.06795104,-1.1161247,-1.1036252,0.037163984,4.4613976,4.468927,0.03757776
9857053,284.39764,C12H16N2O2S2,COC(=O)CCCSC(=S)NCC1=CC=CC=N1,-5.79602501565,-0.922465953195,4.873559062455,-5.819875,-5.7330766,0.09999846,-1.2605754,-1.2699425,0.066364825,4.5602756,4.463311,0.12955214
9857050,284.37274,C17H16O2S,COC(=O)/C=C(\CC1=CC=CC=C1)/SC2=CC=CC=C2,-6.103513666715,-1.06668629396,5.036827372755,-6.0319467,-6.0107074,0.06324795,-1.1670598,-1.0728432,0.052786153,4.8653507,4.938782,0.08916322
9856554,263.27092,C8H13N3O5S,CC1[C@H](NC(=O)S1)C(=O)N[C@@H](C)CO[N+](=O)[O-],-6.762029184925,-1.98643110865,4.775598076275,-6.635973,-6.6234136,0.03520844,-2.3394785,-2.0491898,0.23616391,4.298986,4.5777445,0.24369192
52916398,423.3824928,C16H17F4N3O4S,CC1=CC=NN1CCNC(=O)C(C)(C2=CC=C(C=C2)OS(=O)(=O)C(F)(F)F)F,-6.3130413316,-0.9143025376800002,5.39873879392,-6.221965,-6.1424084,0.116140395,-1.2013297,-1.1293931,0.11870052,5.02242,5.013025,0.11621128
52916095,410.91822,C18H23ClN4O3S,CC1=CC(=NC2=C(C(=NN12)OCCN(C)C)S(=O)(=O)C3=CC=CC=C3)C.Cl,-5.62731442834,-1.7143172581500004,3.91299717019,-5.780136,-5.913173,0.11458587,-1.6252376,-1.7184125,0.12306768,4.1542225,4.194393,0.12706615
52916368,326.40788,C16H22O5S,CC1=CC=C(C=C1)S(=O)(=O)OCC2C[C@@H]3[C@H](C2)OC(O3)(C)C,-6.48719419592,-1.4394822691450004,5.047711926775,-6.7396026,-6.795237,0.11822433,-1.2110248,-1.3599548,0.063282184,5.517992,5.4245014,0.11990461
52916447,326.30192,C14H18N2O7,CC(=O)O[C@H]1[C@H]2[C@@H](CO[C@@H]1N3C=CC(=O)NC3=O)OC(O2)(C)C,-6.53617468901,-1.096618817515,5.439555871495,-6.496896,-6.491942,0.039640743,-1.185322,-1.1775681,0.039547022,5.308351,5.3135233,0.062214747
52916117,434.31398,C25H17Cl2NO2,C1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)Cl)NC(=O)C(C3=CC4=CC=CC=C4C=C3)Cl,-6.00283154203,-2.119766895395,3.883064646635,-5.922141,-5.9205394,0.041601468,-2.0808048,-2.0177925,0.055548582,3.839995,3.901201,0.07119215
52915999,424.48622,C25H28O6,CC(C)(C=C)OC1=C(C2=C(C=C1)C(=O)C3=C(O2)C=CC(=C3)OCOC)OC(C)(C)C=C,-5.77969818462,-1.7061538426350005,4.073544341985,-5.4543667,-5.5065436,0.061040968,-1.4358877,-1.4125432,0.063344166,4.0177155,4.094111,0.08408766
52916435,490.65202,C27H38O6S,CC[C@@H]([C@@H](CCCCOC1CCCCO1)OS(=O)(=O)C2=CC=C(C=C2)C)OCC3=CC=CC=C3,-6.56338607406,-1.292540789875,5.270845284185,-6.232384,-6.1423407,0.13064611,-1.6841292,-1.4699798,0.13612811,4.5470853,4.6717973,0.22918569
52916499,364.82488,C21H17ClN2O2,C1=CC=C(C=C1)[C@@H](C(=O)NC2=C(C=C(C=C2)Cl)C(=O)C3=CC=CC=C3)N,-6.1361673287750005,-2.027248186225,4.1089191425500005,-5.929572,-5.9676795,0.04019874,-1.8931293,-1.9306769,0.07133756,4.0353537,4.0357275,0.07053114
52916181,324.3225264,C16H18F2N2O3,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)NC(C)(C)C)F)C(=O)O,-6.10623480522,-1.624519687485,4.481715117735,-6.081022,-6.1191087,0.06797957,-1.8137825,-1.8413823,0.07264174,4.2650733,4.276119,0.02573359
52915976,470.56118,C23H22N2O5S2,COC(=O)[C@@H]1CSC2=C(C(=CC(=O)N12)CNS(=O)(=O)C3=CC=CC4=CC=CC=C43)C5CC5,-5.640920120865,-1.847653044895,3.79326707597,-5.778371,-5.764263,0.055621892,-1.960778,-1.8726993,0.096548095,3.8152423,3.8894846,0.057210892
87801106,455.5201832,C20H22FNO6S2,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)[O-].C[N+]1=CC=CC=C1F,-6.4763096419,-2.157862834465,4.318446807435,-5.748011,-6.0150905,0.19470371,-1.751995,-1.3662598,0.32390746,3.9965136,4.641757,0.36929154
87800804,403.4952,C20H25N3O4S,CON1CCC(CC1)CC2=C3C(=C(C=C2)CC4C(=O)NC(=O)S4)CCC(=O)N3,-5.880380309305,-1.2081854962200005,4.672194813085,-5.5494475,-5.566267,0.10841413,-0.9934802,-1.0527669,0.16360831,4.556107,4.5125175,0.09940797
87800669,390.86722,C18H23ClN6O2,CCCOCCN1C2=C(C(=N1)COCC)N=C(N=C2NC3=CC=CC=N3)Cl,-5.861332339770001,-1.61635627197,4.244976067800001,-5.6507983,-5.6583824,0.04697451,-1.3299732,-1.3228807,0.051670548,4.3203363,4.3354917,0.057672378
87800706,204.2667,C9H20N2O3,CNCCCOCCCOC(=O)NC,-5.896707140335001,1.4231554381149998,7.31986257845,-5.872176,-5.912134,0.08294522,0.92036915,0.74207467,0.13789682,6.7847466,6.6500263,0.15870987
87801193,342.3857064,C19H20F2N4,CCCCCC(=N)C1=C(C(=NC2=NC=CN12)C)C3=C(C=CC=C3F)F,-5.885822586315,-1.2789350973499998,4.606887488965,-5.922094,-5.961391,0.06705439,-1.9828458,-1.9549198,0.09265483,3.9397902,4.0055456,0.11070909
87800481,402.46892,C22H18N4O2S,CONC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C=NN3C=CC4=CC=CC=N4,-5.56200710422,-1.5700969173850003,3.991910186835,-5.310299,-5.428662,0.15279391,-1.5882498,-1.4927894,0.06682616,3.720341,3.9353848,0.16753258
87800921,332.45706,C19H24O3S,CC1=CC=C(C=C1)S(=O)(=O)C(C=O)C23CC4CC(C2)CC(C4)C3,-6.9225763567200005,-1.3360790059549998,5.586497350765001,-6.731493,-6.6806746,0.08129907,-1.5836047,-1.571495,0.049372718,5.1440477,5.1068835,0.041534726
87800823,416.4955,C23H20N4O2S,CCONC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C=NN3C=CC4=CC=CC=N4,-5.4722095335550005,-1.49662617775,3.975583355805,-5.4645033,-5.488714,0.13028182,-1.3965591,-1.4690536,0.06608272,4.0682554,4.0191107,0.14528541
87801086,436.0138,C21H30ClN5OS,C1CCN([C@H](C1)CC2=CC3=C(S2)C(=NC(=N3)Cl)N4CCOCC4)C5CCNCC5,-5.62731442834,-1.4231554381149998,4.204158990225,-5.607311,-5.517233,0.09917085,-1.1107163,-1.2301978,0.089710005,4.498187,4.287293,0.13481253
87800704,423.5063,C27H25N3O2,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C(=C=O)C4=CC=C(C=C4)C5=CC=CC=C5,-5.254518453155,-1.24083915828,4.013679294875,-5.3453345,-5.357172,0.15545578,-0.7486496,-0.74895847,0.101551905,4.599036,4.6073937,0.1552169
20824048,335.49074,C15H21N5S2,CC1=CN=C2N1C3=C(C=C(S3)SCC(C)C)N=C2NCCN,-4.93614524807,-0.6694000722300002,4.26674517584,-5.345372,-5.377263,0.066561446,-1.4709048,-1.4459637,0.041139018,3.874971,3.9316797,0.0962386
20824357,270.32478,C13H22N2O4,CC(C)(CCOOC)CC1=NC(=NO1)CCCC=O,-6.83005764755,-0.7238228423299997,6.106234805220001,-6.2828403,-6.301919,0.11914861,-1.0696353,-0.9616538,0.112684436,5.213829,5.339791,0.1087492
20824742,310.2032528,C14H6F4N2O2,[C-]#[N+]C1=C(C=C(C=C1)C2=C(C=C(C=C2)F)[N+](=O)[O-])C(F)(F)F,-7.262718669845001,-2.6122929648,4.650425705045001,-6.727732,-6.727191,0.00092419435,-2.6505709,-2.6478906,0.0046237484,4.0694327,4.071842,0.0041683954
20824612,252.34926,C15H24O3,CC1C2CC(C1C/C=C/CCCC(=O)O)(CO2)C,-6.416444594790001,0.1387780637549998,6.555222658545,-6.549323,-6.538069,0.05937515,0.09828079,0.02588202,0.09681292,6.637703,6.5566607,0.09862893
20824747,282.3171,C15H10N2O2S,COOSC1=C(C=CC(=C1)C2=CC=C(C=C2)C#N)[N+]#[C-],-6.794682846985,-2.1769108040000003,4.617772042985,-6.485992,-6.5504894,0.06607814,-2.129294,-2.176331,0.04925145,4.3553166,4.3711863,0.05108632
20824248,428.8440232,C21H18ClFN4O3,COC1=CC=C(C=C1)CNC(=O)C2=CC(=NC=N2)C(=O)NCC3=CC(=C(C=C3)F)Cl,-5.80146729266,-2.36739049935,3.43407679331,-5.9548516,-5.9453764,0.028245721,-2.2934892,-2.2802014,0.013865997,3.6629584,3.6665983,0.021662364
20824459,240.27558,C11H12O4S,CC1CCS(=O)(=O)C2=C1C=CC(=C2)C(=O)O,-7.404217872105001,-1.695269288615,5.708948583490001,-7.2237144,-7.199263,0.026884357,-1.8405051,-1.8013726,0.059296437,5.379711,5.3935804,0.037545618
20824265,415.27264,C20H16Cl2N4O2,C1=CC(=CC(=C1)Cl)CNC(=O)C2=CC(=NC=N2)C(=O)NCC3=CC(=CC=C3)Cl,-6.615087705655,-2.402765299915,4.21232240574,-6.5820327,-6.574571,0.015206178,-2.3272293,-2.3363597,0.01774466,4.251231,4.2347236,0.016296884
20824698,247.2152296,C14H8F3N,[C-]#[N+]C1=C(C=C(C=C1)C2=CC=CC=C2)C(F)(F)F,-6.854547894095001,-1.7850668592800003,5.069481034815,-6.4156713,-6.415675,2.8210068e-06,-2.0260715,-2.026066,3.915803e-06,4.389687,4.389696,5.5710416e-06
20824591,217.11494,C9H6Cl2S,CC1=CSC2=CC(=CC(=C12)Cl)Cl,-6.000110403525,-1.10478223303,4.8953281704950005,-5.9620986,-5.9621,9.973764e-07,-1.2668567,-1.2668567,4.6552717e-07,4.6951303,4.695132,8.2590617e-07
2291521,220.26764,C12H16N2O2,CC1=CC(=CC=C1)NC(=O)C(=O)NC(C)C,-5.929360802395,-1.15376272612,4.775598076275,-6.030859,-5.9821215,0.048757277,-1.2313101,-1.2650487,0.033680487,4.7998586,4.717004,0.0828163
2291635,427.28172,C16H8Cl2N2O4S2,C1=CC(=C(C=C1/C=C/2\C(=O)N(C(=S)S2)C3=CC(=C(C=C3)Cl)Cl)[N+](=O)[O-])O,-6.435492564325,-2.89529136932,3.5402011950050003,-6.4834003,-6.4755797,0.013566499,-2.9004292,-2.9115958,0.013003374,3.5823622,3.5637484,0.010887603
2292073,330.33192,C18H18O6,COC1=C(C=CC(=C1)C=O)OCCCOC2=CC=CC=C2C(=O)O,-5.888543724820001,-1.3524058369850005,4.536137887835,-6.1235647,-6.050609,0.09094738,-1.3223957,-1.3856971,0.037565794,4.800664,4.6643457,0.0922777
2291515,478.56004,C26H26N2O5S,CCCOC1=CC=CC=C1[C@H]2C(=C(N=C3N2C(=O)/C(=C\C4=CC=CC=C4O)/S3)C)C(=O)OCC,-5.77969818462,-2.337457975795,3.442240208825,-5.8101525,-5.7229657,0.046274584,-2.3075185,-2.2992353,0.057671305,3.501378,3.4220262,0.064361595
2291305,370.46528,C20H22N2O3S,CC[C@H](C)OC1=CC=C(C=C1)OCCSC2=NC(=O)C3=CC=CC=C3N2,-5.423229040465,-1.1075033715350004,4.31572566893,-5.303616,-5.3265004,0.06874493,-1.1876866,-1.1513798,0.052272953,4.1138124,4.173098,0.07789517
2292068,457.51768,C28H27NO5,CCC1=CC(=CC(=C1)C)OCCOC2=C(C=C(C=C2)/C=C\3/C(=O)OC(=N3)C4=CC=CC=C4)OC,-5.521190026645,-2.315688867755,3.20550115889,-5.412596,-5.5159817,0.06859071,-2.2682173,-2.255352,0.072461456,3.145074,3.2610254,0.099271916
2291597,316.78208,C17H17ClN2O2,CCC1=CC=C(C=C1)CNC(=O)C(=O)NC2=CC=CC=C2Cl,-6.234128314955,-1.4258765766200003,4.808251738335,-6.1264114,-6.132882,0.014363595,-1.4569716,-1.464658,0.021128118,4.669116,4.6678753,0.007666034
2291448,334.43318,C17H22N2O3S,CC[C@@H](C)OC1=CC=C(C=C1)OCCSC2=NC(=O)C=C(N2)C,-5.40962334794,-0.4952472079100003,4.91437614003,-5.2688684,-5.2927155,0.05310036,-0.77937347,-0.71314377,0.033135254,4.4837394,4.574769,0.07033982
