scaffold,n_molecules,split
c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,3,train
O=C(OC1CCCCC1)c1ccccc1,3,train
O=C(NCc1ncco1)C1CCC1,3,train
O=C(NCc1ccco1)c1ccccc1,3,train
c1ccc2nc3occc3cc2c1,3,train
N=C1CCCCC1,3,train
c1cc2c3c(c1)CCCN3CCC2,3,train
C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5,3,train
O=c1cc(NCc2ccccc2)[nH]c(=O)[nH]1,3,train
O=C(C=Cc1ccccc1)NCc1ccccc1,3,train
O=C(CNc1ccccc1)NN=C1CCCC1,3,train
c1coc(CNC2CCCCC2)c1,3,train
c1cnc2ncncc2n1,3,train
O=C(O[C@@H]1CCCNC1)c1ccccc1,3,train
O=C(COC(=O)c1ccco1)c1ccccc1,3,train
O=C(Nc1ccccc1)c1conc1-c1ccccc1,3,train
c1cc(CN2CCCCC2)ccn1,3,train
c1ccc(NN=C2CCCC2)cc1,3,train
c1ccc(-n2cc3cnncc3c2)cc1,3,train
c1ccc(-c2ccncc2-c2ccccc2)cc1,3,train
O=c1nc[nH]c2c1N=CCN2,3,train
O=C(NCc1ccc[nH]1)C1CCC1,3,train
c1cc(CN2CCC(N3CCOCC3)CC2)ccn1,3,train
O=C1NC(=O)C2(CCCCC2)N1,3,train
c1ccc2c(OCCN3CCOCC3)cccc2c1,3,train
c1ccc(-c2noc(-c3ccccc3)n2)cc1,3,train
c1ccc(C(c2ccccn2)N2CCNCC2)cc1,3,train
O=C(C[C@@H]1CCCO1)Nc1ccccc1,3,train
O=C(C[C@H]1CCCO1)Nc1ccccc1,3,train
O=C1[C@H]2C=NN[C@H]2C(=O)N1c1ccccc1,3,train
O=C(Nc1cccc2ccccc12)c1ccccc1,3,train
c1ccc(Oc2ncnc(Oc3ccccc3)n2)cc1,3,train
O=C(c1ccccc1)n1cccn1,3,train
O=c1cc(Nc2ccccc2)c2ccccc2o1,3,train
O=C(COc1ccccc1)Oc1ccccc1,3,train
O=C(N=C1CC2CCC1C2)c1ccccc1,3,train
c1ccc(CNC2CCCCC2)cc1,3,train
c1ccc2c(c1)oc1ccccc12,3,train
c1ccc(-c2nnc(-c3ccco3)o2)cc1,3,train
O=C(CNC1CCCCC1)Nc1ccon1,3,train
O=C1C[C@@H](c2ccccc2)CN1,3,train
O=C(c1ccccc1)c1ccccn1,3,train
O=C1C[C@H](c2ccccc2)CN1,3,train
O=C1Cc2ccccc2N1,3,train
O=C1Nc2ccccc2C12OCCO2,3,train
O=c1ccoc2cc3occc3cc12,3,train
c1ccc(Cc2noc(-c3ccccc3)n2)cc1,3,train
O=C1C=CC(=NC(=O)C=Cc2ccccc2)C=C1,3,train
c1ccc2c(c1)CNc1ccccc1N2,3,train
c1ccc(COc2ccc3ccccc3c2)cc1,3,train
O=C(NCc1ccccn1)c1ccccc1,3,train
c1ccc(OCc2nc(-c3ccccc3)no2)cc1,3,train
c1cnc2ncc(NC3CCCCC3)n2c1,3,train
c1ccc(OCc2ccoc2)cc1,3,train
O=C(Cc1ccccc1)NCCc1ccccc1,3,train
C1=NNC(c2ccccc2)C1,3,train
O=C(NCCCn1ccnc1)c1ccccc1,3,train
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,3,train
c1ccc(Cc2ccccn2)cc1,2,train
O=C(COc1ccccc1)NN=C1CCCCC1,2,train
O=C(Cc1ccccc1)NCc1ccc[nH]1,2,train
O=C1C2=C(COCC2)C(=O)c2ccccc21,2,train
O=c1cccc2n1CC1CNCC2C1,2,train
O=C1C[C@@H](NC2CCCC2)C(=O)N1c1ccccc1,2,train
c1coc(CN2CCOCC2)c1,2,train
O=c1ccnc2ccccn12,2,train
O=C(Nc1c[nH]c(=O)[nH]c1=O)c1ccccc1,2,train
O=C(Cn1cccn1)NCc1ccco1,2,train
c1cncc(-c2nc3ccccc3o2)c1,2,train
O=C(Nc1cccc2c1CCCC2)c1ccccc1,2,train
O=C(NN=C1CC2CCC1C2)c1ccccc1,2,train
c1ccc(CNCc2cccnc2)cc1,2,train
O=C(COc1cccc2ccccc12)N1CCCCC1,2,train
c1ccc(CN2CCN(c3ccccc3)CC2)cc1,2,train
N=c1ccc2ccccc2o1,2,train
c1ccc(CNc2ncccn2)cc1,2,train
O=C(Nc1ccccc1)[C@H]1C[C@@H]2CC[C@H]1C2,2,train
c1ccc(CNCC2CCCO2)cc1,2,train
O=C1Nc2ccccc2C1Nc1ccccc1,2,train
O=C1C=CC(=NC(=O)c2ccc3ccccc3c2)C=C1,2,train
c1ccc(OCCCCn2cnc3ccccc32)cc1,2,train
O=C(Cc1ccc[nH]1)NN=Cc1ccccc1,2,train
O=C(c1cc2ccccc2o1)N1CCCCC1,2,train
O=C1Nc2ccccc2C1=Cc1ccc[nH]1,2,train
O=C(Nc1cc(-c2ccccc2)[nH]n1)c1ccccc1,2,train
C1CCC2(C1)CCC2,2,train
O=C(Cc1ccccc1)N1CCOCC1,2,train
O=C(COc1ccccc1)NCc1ccc[nH]1,2,train
O=C(NCc1ccccc1)c1cc2ccccc2o1,2,train
O=C1CC[C@@H](c2ccccc2)c2ccccc21,2,train
O=C1CCCc2nocc21,2,train
O=C(Nc1ccc2c(c1)OCCO2)c1ccccc1,2,train
O=C1NCCN1,2,train
O=C1CCC=NN1,2,train
C1=CC[C@H](Cc2ccccc2)CC1,2,train
c1ccc2c(CN3CCOCC3)c[nH]c2c1,2,train
c1ccc(Nc2ncccn2)cc1,2,train
O=C(C=Cc1ccco1)NC1CCCCCC1,2,train
O=C(Nc1ccccc1)C1[C@H]2CCC=CCC[C@H]12,2,train
O=C1CCC2=C(CCC3C2CCC2CCCC23)C1,2,train
O=C(CN(CC1CC1)C(=O)C1CC1)Nc1ccon1,2,train
O=C(C=C1CCCCC1)NCc1ccco1,2,train
c1ccc(NN=C2CCCCC2)cc1,2,train
c1cnc2nccn2c1,2,train
c1ccc(OCc2nc(-c3ccccn3)no2)cc1,2,train
O=C1C=C(NCCc2ccccc2)CCC1,2,train
O=C(NCc1ccccc1)[C@H]1COc2ccccc2O1,2,train
c1ccc(CN2CCCCC2)nc1,2,train
O=C1NCCC[C@@H]1C(=O)NCCc1ccccc1,2,train
c1ccc(C[C@H]2CCCOC2)cc1,2,train
O=C1CC[C@@H]2C1CC[C@@H]1c3ccccc3CC[C@H]12,2,train
O=C1C=CC2C(=C1)CCC1C2CCC2C(=O)CCC21,2,train
c1ccc(OCc2nc3ccccc3[nH]2)cc1,2,train
O=c1ccn(Cc2ccccc2)c(=O)[nH]1,2,train
O=c1ncncn1C1CCCO1,2,train
O=C(c1ccccc1)[C@H]1CC=CCC1,2,train
O=c1nc[nH]c2c1ncn2[C@H]1CCCO1,2,train
c1ccc(C2=Nc3cccc4cccc(c34)N2)cc1,2,train
O=C(C=CC=Cc1ccccc1)c1ccccc1,2,train
c1ccc2c(c1)nc(N1CCNCC1)c1nncn12,2,train
c1coc(N2CCCC2)c1,2,train
c1ccc(COc2ccc3[nH]ccc3c2)cc1,2,train
O=c1nc[nH]c2c(C3CCCN3)c[nH]c12,2,train
c1ccc(OCc2nc(-c3ccncc3)no2)cc1,2,train
c1cncc(-c2cc(-c3ccc[nH]3)ccn2)c1,2,train
c1coc([C@@H]2CCCC3(CCCCC3)N2)c1,2,train
O=C1NC(c2ccccc2)Nc2cn[nH]c21,2,train
c1ccc(Cc2ccc3c(c2)OCO3)cc1,2,train
O=C(NCc1ccccc1)c1ccc2ccccc2c1,2,train
O=C(Nc1ccccc1)OCC=Cc1ccccc1,2,train
c1ccc(C[C@@H]2CCCOC2)cc1,2,train
c1ccc(NCCCNc2ncccn2)cc1,2,train
O=C(NCCC(=O)N1CCOCC1)c1ccoc1,2,train
O=C(CC1CCCCC1)Nc1ccccn1,2,train
C1=[NH+]C2(CCCCC2)CCc2ccccc21,2,train
c1ccc2cc(C3CCCN3)ccc2c1,2,train
O=C(NC1CCCCC1)c1ccc2c(c1)CCO2,2,train
O=C(COc1ccccc1)Nc1c[nH]c(=O)[nH]c1=O,2,train
O=c1cco[nH]1,2,train
C(=Nn1cnnc1)c1ccccc1,2,train
O=C(CCNC(=O)c1ccoc1)NC1CCCCC1,2,train
O=C(COc1ccc2ccccc2c1)Nc1ccccc1,2,train
O=C(Nc1ccccc1)[C@@H]1CCCCN1,2,train
O=C(NCCCc1ccccc1)N1CCOCC1,2,train
C1=CC1,2,train
O=C(NCc1cccnc1)c1cc2ccccc2o1,2,train
O=C1c2ccccc2C(=O)C1c1ccccc1,2,train
O=C(Cn1ccc2ccccc21)N1CCOCC1,2,train
O=C(Oc1ccccc1)c1cc2ccccc2oc1=O,2,train
O=C(COc1ccccc1)NNC(=O)c1cccnc1,2,train
c1ccc2c(CN3CCCCC3)c[nH]c2c1,2,train
c1ccc(OCCc2cn[nH]c2)cc1,2,train
O=C(c1ccccc1)c1cc[nH]c1,2,train
O=C(c1ccccc1)[C@@H]1CC=CCC1,2,train
O=C1c2ccccc2C(=O)N1CC(=O)n1cccn1,2,train
O=C1Cc2ccccc2N1Cc1ccccc1,2,train
c1c[nH]c(-c2ccnc3c2CCC3)c1,2,train
O=C(Cc1ccccc1)OCc1ccccc1,2,train
O=C1CCCC(=O)C1=CCc1cccc2ccccc12,2,train
c1ccc(-c2ncc3ccoc3n2)cc1,2,train
O=C(CN(C(=O)c1ccco1)C1CC1)Nc1ccon1,2,train
C1CCN(C[C@H]2COCO2)CC1,2,train
O=C1CON(c2ccccc2)C(=O)N1,2,train
c1ccc(N2CCCCC2)nc1,2,train
c1ccc(Cc2ncon2)cc1,2,train
O=C(OCCc1ccccc1)c1ccccc1,2,train
O=c1[nH]c2ccccc2c2c1CCCO2,2,train
O=c1cc(NC2CCCCC2)[nH]c(=O)[nH]1,2,train
O=C(c1ccco1)N1CCNCC1,2,train
O=C1CCCC1=CNc1ccccc1,2,train
c1ccc(C2CNCc3ccccc32)cc1,2,train
O=C(C=Cc1ccc[nH]1)Nc1ccccc1,2,train
c1ccn(CCc2cnc[nH]2)c1,2,train
O=C(C1COc2ccccc2O1)N1CCCCC1,2,train
O=c1[nH]nc(-c2ccccc2)c2ccccc12,2,train
c1ccc([C@@H]2CCc3ccccc3O2)cc1,2,train
O=C1NC=NC2NCC=NC12,2,train
O=C(NCCCOc1ccccc1)c1ccccc1,2,train
O=C1CCC(=O)N1CNc1ccccc1,2,train
O=C(Nc1ccccc1)C12CC3CC(CC(C3)C1)C2,2,train
c1ccc(NCc2cccc3ncccc23)cc1,2,train
c1ccc(CN[C@H]2CCCC2c2ccccc2)cc1,2,train
c1ccc(-c2ncon2)cc1,2,train
c1ccc(Oc2ncncn2)cc1,2,train
O=C1C2CNCC1CNC2,2,train
O=C([C@H]1CC=CCC1)N1CCNCC1,2,train
c1cncc(-c2ccc3ccccc3n2)c1,2,train
O=C1C=CC(=NOC(=O)c2ccccc2)C=C1,2,train
O=C(Nc1ccccc1)c1ccc(=O)oc1,2,train
c1ccc2nc3ccccc3nc2c1,2,train
c1ccc(CCn2ccc3ccccc32)cc1,2,train
c1ccc(CN2CC3CCC(C3)C2)cc1,2,train
c1ccc(-c2ncno2)cc1,2,train
O=C(ONc1ccccc1)c1ccccc1,2,train
O=C1CCCC(=O)C1=CNc1ccccc1,2,train
c1ccc(C2OCCO2)cc1,2,train
O=C1C[C@H](NCc2ccccc2)C(=O)N1,2,train
O=C(/C=C/c1ccco1)CC1C(=O)Nc2ccccc21,2,train
O=C(/C=C/c1ccccc1)N1CCCCC1,2,train
O=C(Nc1ccccc1)OCCc1ccccc1,2,train
O=C1CCCC=C1C(=O)Cc1cccc2ccccc12,2,train
C1CCC2CCCCC2C1,2,train
O=C(CCc1ccccc1)Nc1ccon1,2,train
C1=CC2CCC1CC2,2,train
O=C1CC(=O)NC=N1,2,train
O=C(c1ccccc1)N(Cc1ccco1)CC1CCCO1,2,train
O=C(CCN1CCOCC1)c1ccccc1,2,train
c1ccc(CN2CCC(N3CCCCCC3)CC2)cc1,2,train
O=C(CN1CCCCC1)n1ccc2ccccc21,2,train
N=C(c1ccccc1)c1ccccc1,2,train
c1ccc(OCCCN2CCCC2)cc1,2,train
O=C1C[C@@H](c2ccccc2)c2ccccc2O1,2,train
O=c1ccnc(-c2ccccc2)[nH]1,2,train
C=C1CCCN1,2,train
O=C(NCCCc1ccccc1)c1ccc2c(c1)OCO2,2,train
O=C(NC[C@H]1CCCO1)c1ccccc1,2,train
O=C(Nc1ccccn1)c1ccco1,2,train
c1ccc(-c2cc(CCN3CCCCC3)on2)cc1,2,train
O=C(NCc1ccccc1)C1CCCCC1,2,train
O=C(Cc1ccccc1)NCc1ccncc1,2,train
O=C(CNC(=O)c1ccccc1)NCc1ccco1,2,train
O=C(CN(C(=O)C1CCCC1)C1CC1)Nc1ccon1,2,train
O=C(CCN(C(=O)c1ccoc1)C1CC1)N1CCCC1,2,train
O=C(Cc1ccccc1)Nc1ncn[nH]1,2,train
O=C1CCCC[C@H]1Cc1ccccc1,2,train
O=C1CC=CC=CN1,2,train
O=C(Cc1ccccc1)Nc1ncccn1,2,train
O=C1OC=NC1=Cc1ccccc1,2,train
O=C(CN1C(=O)c2ccccc2C1=O)NC1CC1,2,train
O=C(NN=C1C2CC3CC(C2)CC1C3)c1ccccc1,2,train
O=C1NCC(COc2ccccc2)O1,2,train
c1ccc(CNC2CCOCC2)cc1,2,train
c1ccc2cnccc2c1,2,train
c1ccc(-c2ncco2)cc1,2,train
O=c1nc2c3c(ccn3CCN2)[nH]1,2,train
C(=C(c1ccccc1)c1ccccc1)c1ccccc1,2,train
O=c1ccoc2ccccc12,2,train
C1CC2CCC(C1)N2,2,train
O=c1ccnc2nc[nH]n12,2,train
c1ccc(C[C@@H]2CCCCN2)cc1,2,train
O=c1oc2ccccc2n1CN1CCCCC1,2,train
O=C(c1ccccc1)c1cc2ccccc2o1,2,train
c1ccc(-c2noc(CCC3CCCCC3)n2)cc1,2,train
c1ccc(Cn2cncn2)cc1,2,train
O=C(NN=Cc1ccccc1)c1ccco1,2,train
c1ccc(Cn2cc3cnncc3c2)cc1,2,train
O=c1[nH]c2ccccc2c(=O)n1-c1ccccc1,2,train
C=C1c2ccccc2COc2ccccc21,2,train
C(=NNc1ccc2nncn2n1)c1ccccc1,2,train
O=C1OCc2cccc3ccc4cccc1c4c23,2,train
O=C(C=Cc1ccncc1)Nc1ccccc1,2,train
c1ccc(-c2cc(-c3ccccc3)ncn2)cc1,2,train
O=C1Nc2ccccc2C1[C@@H]1COCCC1=O,2,train
c1ccc([C@H]2CCCc3n[nH]cc32)cc1,2,train
O=C(NCc1ccc2c(c1)OCCO2)c1ccccc1,2,train
c1ccc2c(c1)ncc1cc3c(cc12)OCO3,2,train
O=c1[nH]c(=O)c2[nH]c3ccccc3c2[nH]1,2,train
c1cnn(CCCN2CCCCC2)c1,2,train
O=c1oc2ccccc2c2ccccc12,2,train
O=C1c2ccccc2CN1c1ccccc1,2,train
O=c1nc[nH]c2nccnc12,2,train
O=C1C2CN3CC1CN(C2)C3,2,train
O=C1NCCNC1=CC(=O)c1ccccc1,2,train
O=C(C=Cc1ccccc1)OCc1ccccc1,2,train
c1ccc(Nc2ccncn2)cc1,2,train
O=C1CCCC(=O)C1=CCc1ccccc1,2,train
O=C1C[C@H](c2ccccc2)CC2=C1CC=CO2,2,train
C1=NN(Cc2ccccc2)CC1,2,train
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,2,train
c1ccc2c(c1)[nH]c1c(N3CCOCC3)ncnc12,2,train
C1=C2c3cccc4[nH]cc(c34)CC2NCC1,2,train
O=C1CCCCCCCCCCCCCC1,2,train
O=C(CCc1ccccc1)N1CCCCC1,2,train
C1CCC2(CC1)CCC2,2,train
c1ccc(C[C@H]2CCCCN2)cc1,2,train
c1cc(OC2CCCCO2)no1,2,train
c1ccc2c(-c3cccc4ccccc34)cccc2c1,2,train
O=C1NC(=O)C(C2=CCCCC2)C(=O)N1,2,train
O=C(Cc1ccccc1)N1N=CCC1c1ccccc1,2,train
O=C(COc1ccccc1)NCc1ccncc1,2,train
c1cnc(-n2cccc2)nc1,2,train
C1=Cc2ccccc2Nc2ccccc21,2,train
c1ccc(-c2cnccc2-c2ccc[nH]2)cc1,2,train
O=C1OCCc2ccccc21,2,train
C(=Nn1cnnc1)c1ccc(-c2ccccc2)o1,2,train
O=C(CC[C@@H]1COCCO1)Nc1ccccc1,2,train
C=C1Oc2ccccc2NC1=O,2,train
c1coc([C@H]2CCCC3(CCCCC3)N2)c1,2,train
O=C(CNc1ccccc1)Nc1ccccc1,2,train
c1ccc2c3c([nH]c2c1)C1CCCCN1CCC3,2,train
O=C(C=Cc1ccc[nH]1)N1CCc2ccccc2C1,2,train
c1ccc(CC23CN4CN(CN(C4)C2)C3)cc1,2,train
C1=NCCc2ncn(C3CCCO3)c2N1,2,train
O=C1C[C@H](NC2CCCC2)C(=O)N1c1ccccc1,2,train
c1ccc(OCCCNc2ncccn2)cc1,2,train
O=C(/C=C/c1ccccc1)Oc1ccccc1,2,train
O=C1CCC(c2ccccc2)N1c1ccccc1,2,train
C1=Cc2ccccc2Cc2ccccc21,2,train
C(=NNc1cnco1)c1cccnc1,2,train
C1=CC2CCC1C2,2,train
c1ccc(-c2cc[nH]c2)cc1,2,train
c1cnc(NCCN2CCNCC2)nc1,2,train
O=C1C=CC2OCCNC2=C1,2,train
N=C1CCCC(=O)C1,2,train
C(=Cc1cccnc1)c1ccccc1,2,train
c1ccc(CCNCc2ccccc2)cc1,2,train
c1ccc(N[C@@H]2CCCO2)cc1,2,train
O=C1CN=C(c2ccccc2)c2ccccc2N1,2,train
O=C(COc1ccccc1)N1CCc2ccccc21,2,train
O=C1O[C@@H](Nc2ccccc2)c2ccccc21,2,train
c1ccc(-c2cc(-c3ccc[nH]3)ccn2)nc1,2,train
c1ccn2cc(C3CCCCC3)nc2c1,2,train
O=C(CNC[C@H]1CCCO1)Nc1ccon1,2,train
O=C(c1ccco1)N1CCCC1c1ccccc1,2,train
c1ccc2nc(C3CC3)ccc2c1,2,train
C=C1C(=O)CN(c2ccccc2)C1=O,2,train
O=C(Nc1ccccc1)c1ccc2ccccc2c1,2,train
c1ccc2c(c1)OC[C@H](CN1CCNCC1)O2,2,train
C1CNCC2(C1)CCOCC2,2,train
C=C(c1ccccc1)N1CCOCC1,2,train
c1ccc(-c2nnnn2-c2ccccc2)cc1,2,train
O=C(Nc1ccccc1)Oc1ccccc1,2,train
c1ccc2c(c1)C[C@@H]1NCC[C@@]23CCCC[C@@H]13,2,train
O=C1NC(=O)c2cc(Oc3ccccc3)ccc21,2,train
O=C(CCc1ccccc1)N1CCCc2ccccc21,2,train
O=C(C=Cc1ccccc1)NC=Cc1ccccc1,2,train
O=C1CCC2C1CCC1C3CCCCC3CCC21,2,train
c1ccc(-c2ccncc2)nc1,2,train
O=C(Nc1ccccc1)[C@@H]1CC(=O)N(c2ccccc2)C1,2,train
O=C(c1ccc2c(c1)OCCO2)N1CCCCC1,2,train
O=C(NNC1=CCCCC1)c1ccccc1,2,train
O=C(Cn1ccc2ccccc21)N1CCCC1,2,train
O=C1[C@@H]2C[C@H]3C=C[C@]2(CN1c1ccccc1)O3,2,train
C1=CCC(C=NNc2cnco2)CC1,2,train
O=C1C[C@H](c2ccccc2)c2ccccc2O1,2,train
O=C1CN=C(Nc2ncc3ccccc3n2)N1,2,train
C(=Cc1ccco1)c1ccccc1,2,train
O=C(NNC(=O)C1CC1)c1ccccc1,2,train
C1CC(N2CCOCC2)CCN1,2,train
c1ccc2c(CCCN3CCOCC3)cccc2c1,2,train
O=C(/C=C/N1CCCCC1)c1ccccc1,2,train
c1coc(-c2ccnc3c2CCC3)c1,2,train
O=C(Oc1ccccc1)Oc1ccccc1,2,train
O=C(Nc1cccnc1)[C@H]1CC=CCC1,2,train
O=C1NCCc2ccccc21,2,train
O=C(Cc1noc(-c2ccccc2)n1)N1CCOCC1,2,train
O=C(C=CNc1ccc2c(c1)OCO2)c1ccccc1,2,train
O=C(Oc1cc(=O)n2ccccc2n1)c1ccccc1,2,train
O=c1c(-c2ccccc2)coc2ccccc12,2,train
O=C(NN=Cc1ccccc1)C1CC1,2,train
O=C1C=CC(=NC(=O)Cc2ccccc2)C=C1,2,train
C1CC2CCC1O2,2,train
O=c1oc2ccccc2c2[nH]nnc12,2,train
c1ccc(-c2ccc(-c3ccccc3)o2)cc1,2,train
O=C(CNCC1CCCCC1)Nc1ccon1,2,train
C(C=Cc1ccccc1)=Cc1ccccc1,2,train
O=C1C=C2NCCc3c[nH]c(c32)C1=O,2,train
c1ccc(-c2ncnc3ccccc23)cc1,2,train
O=c1[nH]cc(N=Cc2ccccc2)c(=O)[nH]1,2,train
c1cc(CN2CCCCC2)c2cccnc2c1,2,train
C1OCN2COCC12,2,train
c1ccc([C@@H]2CCCc3n[nH]cc32)cc1,2,train
C1=CC2CCCC[C@H]2CC1,2,train
O=C(Nc1ccccc1)C1CCCCN1,2,train
O=C1CC(c2ccccc2)C(=O)N1,2,train
O=C1CC[C@H](c2ccccc2)c2ccccc21,2,train
c1ccc(Cc2ncc[nH]2)cc1,2,train
O=C(C=Cc1ccccc1)NC1CCCCC1,2,train
c1ccc(Cc2nc3ccccc3[nH]2)cc1,2,train
C(=NNc1cnco1)C1=Cc2ccccc2OC1,2,train
O=C(Cc1ccccc1)NN=C1CCCCC1,2,train
O=C1C[C@H](NC2CC2)C(=O)N1c1ccccc1,2,train
c1ccc(NC2CCNCC2)cc1,2,train
O=C(Nc1ccccc1)[C@H]1CCCCN1,2,train
O=C(Cc1c[nH]c2ccccc12)Nc1ccccn1,2,train
C(=Nc1cccc2ccccc12)c1ccccc1,2,train
C(=Cc1nc2ccccc2[nH]1)c1ccccc1,2,train
c1ccc(Cc2ccncc2)cc1,2,train
c1ccc(-c2ccccn2)cc1,2,train
O=C(COc1ccccc1)NNc1ccccc1,2,train
c1ccc(-c2ncnc(-c3ccccc3)n2)cc1,2,train
C(=CN1CCOCC1)c1nc2ccccc2o1,2,train
O=C1c2ccccc2C(=O)N1C1CC1,2,train
c1ccc(CN2CCCC2)cc1,2,train
O=C(Nc1ccccc1)c1ccc2c(c1)OCCO2,2,train
O=C1C=C(N2CCN(c3ccccc3)CC2)CCC1,2,train
c1noc2c1CCCC2,2,train
c1ccc(-n2nc3c(ccc4nonc43)[nH+]2)cc1,2,train
O=c1cc[nH]c(-c2ccccc2)n1,2,train
O=c1ccc(-c2ccccc2)c[nH]1,2,train
c1ccc(CCNC2CCCCC2)cc1,2,train
c1ccc(-c2nnc3n2CCc2ccccc2-3)cc1,2,train
O=C(CC(=O)c1ccccc1)c1ccccc1,2,train
O=c1c(Oc2ccccc2)coc2ccccc12,2,train
O=C(NCCc1ccccc1)c1ccncc1,2,train
O=C1NCCC[C@H]1C(=O)NCCc1ccccc1,2,train
O=C1C=CC(=O)O1,2,train
c1ccc(CN2CCC(N3CCOCC3)CC2)cc1,2,train
O=C(C=Cc1ccc[nH]1)NC1CCCCCC1,2,train
O=C1CCC(c2ccccc2)C(=O)N1,2,train
c1c[nH]c(-c2ccnc(-c3ccncc3)c2)c1,2,train
C(=Cc1ccc2ccccc2c1)c1ccccc1,2,train
O=C(C=CC1CC=CCC1)N1CCCCC1,2,train
c1ccc(CC2CCCCC2)cc1,2,train
O=C(CC[C@H]1CCCO1)Nc1ccccc1,2,train
O=C1C[C@H](N2CCCCC2)C(=O)N1,2,train
O=C1NC=C/C1=C/c1ccccc1,2,train
C(=NNc1cnco1)c1ccncc1,2,train
c1ccc(NCn2nnc3ccccc32)nc1,2,train
c1ccc2c(c1)ccn2CCCN1CCCCC1,2,train
C1=C2c3cccc4[nH]cc(c34)C[C@H]2NCC1,2,train
c1ccc(C2=[NH+]CCN2)cc1,2,train
c1ccc(-c2noc(-c3ccco3)n2)cc1,2,train
C1=NCCN1,2,train
C(=Cc1ccco1)c1ccco1,2,train
O=C1ON=CC1=Cc1ccc(-c2ccccc2)o1,2,train
c1ccc(-c2ncc3ccccc3n2)cc1,2,train
c1ccc(CN2CCC(N3CCCC3)CC2)cc1,2,train
O=C(Cn1cnnn1)Nc1ccccc1,2,train
O=C(CC[C@@H]1CCCO1)Nc1ccccc1,2,train
c1ncc2ccn([C@H]3CCCO3)c2n1,2,train
O=C(C=Cc1ccccc1)NC=Cc1ccco1,2,train
c1ccc(-c2cc3ccccc3o2)cc1,2,train
c1c[nH]c(CNC2CC2)c1,2,train
O=c1ccnc[nH]1,2,train
c1ccc(OCCCNC[C@H]2CCCO2)cc1,2,train
c1ccc(-c2ccnc3c2CCCCCC3)cc1,2,train
O=c1ccocc1,2,train
c1ccc(OCCn2cnc3ccccc32)cc1,2,train
O=C(CC[C@H]1COCCO1)Nc1ccccc1,2,train
O=C1CCCc2c1ccn2-c1ccccc1,2,train
O=C1C=CC2c3ccccc3O[C@H]2C1,2,train
C1=CC[C@@H](Cc2ccccc2)CC1,2,train
C=C1C(=O)c2ccccc2C1=O,2,train
O=C1C[C@H](Cc2ccccc2)C(=O)N1c1ccon1,2,train
O=c1oc2ccccc2cc1-c1ccccc1,2,train
c1ccc(-c2cnc3cncnc3n2)cc1,2,train
O=C(OC1CC2CCC(C1)N2)c1ccccc1,2,train
O=c1[nH]nnc2ccccc12,2,train
O=C1C=C(c2ccccc2)C(c2ccccc2)N1,2,train
c1ccc(CNCc2c[nH]c3ccccc23)cc1,2,train
O=C1O[C@H](Nc2ccccc2)c2ccccc21,2,train
C(#Cc1ccccc1)c1ccccc1,2,train
c1ccc(CN[C@@H]2CCCC2c2ccccc2)cc1,2,train
c1ccc(CC2CCCN2)cc1,2,train
c1ccc(CCCNCCc2ccccc2)cc1,2,train
O=C(COc1ccccc1)OCC(=O)c1ccccc1,2,train
O=C1C2CN3CC1CN(C2)C3C1CCOCC1,2,train
O=C1CC(=O)N(c2ccccc2)C(=O)N1,2,train
O=C(NCc1ccccc1)c1cccnc1,2,train
c1ccc(OCCCNC[C@@H]2CCCO2)cc1,2,train
O=C1NCCN1c1ccccc1,2,train
O=C1CC(=O)N(c2ccccc2)c2ccccc21,2,train
O=C1OC(C2CCCCC2)=N/C1=C\c1ccccc1,2,train
O=C(CN(CC1CC1)C(=O)C1CCC1)Nc1ccon1,2,train
N=c1oc2ccccc2cc1C(=O)Nc1ccccc1,2,train
O=C(CNC(=O)c1ccccc1)c1ccccc1,2,train
O=C1CCC2C(CCC3C4CCCC4CCC23)C1,2,train
O=C(C=Cc1ccccc1)N1CCNCC1,2,train
c1cncc(-c2cccnc2)c1,2,train
c1ccc(CNC2CCNCC2)cc1,2,train
c1ccc(NCc2cccnc2)cc1,2,train
c1ccc(-c2ncoc2-c2ccccc2)cc1,2,train
O=C(COc1ccccc1)NNC(=O)C1CC1,2,train
O=C(Cn1nnc2ccccc21)c1ccccc1,2,train
c1ccc2c(c1)CC[C@@H]1[C@@H]2CCC2CCC[C@H]21,2,train
O=C(NCc1ccccc1)Nc1ccccc1,2,train
O=C(CCN(C(=O)c1cnccn1)C1CC1)NC1CC1,2,train
c1ccc(Cc2cccc[nH+]2)cc1,2,train
O=C(NCCN1CCOCC1)c1ccccc1,2,train
c1ccc(CCc2ccccn2)cc1,2,train
O=C1Nc2ccccc2Nc2ccccc21,2,train
C=C1Cc2ccccc2N1,2,train
c1cncc(-c2ccncc2)c1,2,train
O=C1C=Cc2ccccc2C1=O,2,train
c1ccc(OCc2ncc[nH]2)cc1,2,train
C1=Cc2ccccc2CC1,2,train
O=C(CN(C(=O)C1CCC1)C1CC1)Nc1ccon1,2,train
C1CCN(C[C@@H]2COCO2)CC1,2,train
c1ccc([C@H]2CCc3ccccc3O2)cc1,2,train
